Text,User,Counter,Reply
"@DrPaulieS Hi Paulina, thank you for bringing this to our attention. We are sorry to hear about your experience and would like to look into this. Can you please send us a DM of the date and time of your visit? Thanks.",@DrPaulieS:1,1,"@woolworths Thanks I've sent a DM. But it was 21st Dec at 8pm.
Looking forward to hearing an outcome and hopefully it doesn't happen again."
"@DrVH16 Hi there, we've just responded to your DM. Thanks for reaching out. Have a lovely day!",@DrVH16:1,1,@woolworths I have sent you a PM :)
"@Dr_Doomdaman Hi there, thanks for reaching out and we're sorry to hear about your experience. Please can you reach out to BWS directly at this link: https://t.co/jDw1OwxYJk. Have a great day. Thanks.",@Dr_Doomdaman:1,1,
"@DriveClever Hi there, thanks for contacting us in regards to our Fisherman's Bend store. Can you please send us a DM so we can assist you further? We look forward to your reply.",@DriveClever:1,1,@woolworths Please tailor your replies to the issue. I am not inconvenienced so I have no idea why you are apologizing. I passed on some information for benefit of the trees and woolworths. All you needed to do was say thankyou and confirm action will be taken.
"@DriveClever Thanks for your reply. We've passed your feedback through to our Store Manager for consideration. We hope that you see an improvement in the future, and we apologise for any inconvenience caused. Have a great day ahead.",@DriveClever:2,2,@woolworths Why do you need a DM? This is it. The trees need watering. Surely you can check with whoever is responsible and get the info from them including pics. I have alerted you to the problem so now fix it please.
"@DuaneGalle Hi Duane, thanks for reaching out. We're sorry to see this and we appreciate you sharing an image. We'd like to look into this further for you, can you DM us with the store name and state? Thanks, we look forward to your response!",@DuaneGalle:1,1,@woolworths DM sent.
"@DuhraR In the meantime, we'd like to let you're more than welcome to take the product, the packaging or the receipt back to our store for a full refund or replacement. Thanks for bringing this to our attention. We hope you enjoy the rest of your day! 2/2",@DuhraR:1,1,@woolworths - no meat for our christmas platter - brought these yesterday and just realised they are expired and smell so bad!! - disgusted.
"@DuhraR Thanks for sharing those details, Rick. We'd like to let you know that with the information you've provided, we've been able to raise this issue with our product quality team for their awareness and review. 1/2",@DuhraR:2,2,
"@DuhraR Hi Rick, thanks for getting in touch. We're sorry to hear about the Christmas Platter you've received and apologise for the inconvenience caused. We'd love to look into this for you, however, we do need to grab some details.1/3",@DuhraR:3,3,
"@DuhraR If you could please send us a DM and let us know the store of purchase, the expiration date and the batch information of this product (usually a series of numbers and letters, printed in black and located near the expiration date on the packaging)2/3",@DuhraR:4,4,
"@DuhraR In the meantime, we'd like to let you know that you're more than welcome to return this product, its packaging or your receipt to your local Woolworths store to receive a full refund or replacement. Thanks, we look forward to hearing from you! 3/3",@DuhraR:5,5,
"@EagerMatthew Please know that once you log into your account, you can click on the link here - https://t.co/7t8fdhOkPf to access your invoices online, after your order has been processed. 2/3",@EagerMatthew:1,1,"@woolworths No, you can only get an invoice for your most recent order here, previous ones (ie 2 x orders over the past 4 days have disappeared)"
"@EagerMatthew Hi Matthew, thanks for reaching out about your online orders. We appreciate you sharing your feedback in regards to arranging a refund for items in your order and your suggestion for papers invoices. 1/3",@EagerMatthew:2,2,Yo @woolworths how about a bit of transparency with your online shopping  fulfilment? Seems like refunds for all the missing items only happen if I chase them up via your exasperating online chat bot. Maybe a printed invoice with goods detailing what was ordered/charged/missing??
"@EagerMatthew Thanks for your reply, Matthew. We'd be happy to look into the invoices you're seeing on your account, but we'll need a few details for verification purposes. 1/2",@EagerMatthew:3,3,
"@EagerMatthew Can you please send us a DM with your full name, email address and most recent order number linked to your online account? Thanks, we look forward to hearing from you. 2/2",@EagerMatthew:4,4,
@EagerMatthew You're more than welcome to also reach out here if you're needing to organise a refund for items in your order. We appreciate you taking the time to contact us and we hope you have a good day ahead. 3/3,@EagerMatthew:5,5,
"@Eagleresa Hi Keith, thanks for reaching out to us. We're sorry to hear about the experience you've had in one of our stores. We'd love to help you with your enquiry, so if you could please DM us that'd be appreciated. We look forward to hearing from you.",@Eagleresa:1,1,@PaulMeekPerth Supermarket shelves north shore Sydney-neutral bay @woolworths been full for at least a week - &amp; still full - everything yday. Sydney effectively back to normal - masks optional for ppl - wear inside except to eat &amp; drink - auto distancing - no requests for vaccination certs - QR
"@EckiEckiPetang Hi Els, we’d still like to hear from you about this. We look forward to your reply soon. Thanks.",@EckiEckiPetang:1,1,@woolworths It never turned up no. I have submitted refund requests for each item via Olive
"@EckiEckiPetang Thanks for getting back to us, Els. We're sorry to hear your order wasn't received. We understand you had a chat with Olive about this. Could you please send us a DM with the requested details? We appreciate you taking the time to follow this up with us.",@EckiEckiPetang:2,2,@woolworths expected my delivery 4-5pm yesterday. Got SMS saying delayed 30 mins. Spent an hour queuing on the phone. Still nothing. Still can’t get through On the phone. Will it arrive today or be cancelled?
"@EckiEckiPetang Hi Els, we're sorry to hear about the delay with your online delivery. Could you please DM us your order number, mobile number, and email address? Thanks, we hope to hear from you soon!",@EckiEckiPetang:3,3,
"@Eddie8_0_8 Hi Eddie, thanks for your feedback about our hold music. We'll surely share this with our teams so in a DM, please get back to us with your full name, email address, and contact number in your online account. Thanks for sharing and we look forward to hearing back from you!",@Eddie8_0_8:1,1,".@woolworths Can you guys please change the hold music (variation would be nice) &amp; ensure balanced audio levels? Music volume is too loud then suddenly deafening, while voice recording / customer service rep super low. 🤯"
"@Edgemonsta Hi there, thanks for reaching out and for your feedback. We’re currently experiencing delays with some stock deliveries to our stores due to the impacts of COVID-19 across the food and grocery supply chain. 1/5",@Edgemonsta:1,1,@woolworths should have to pay that. Their mistake. They should pay up. #auspol https://t.co/TGEQpgyQFR
@Edgemonsta Our stores may have reduced availability of some products throughout the day before they receive their next delivery. 2/5,@Edgemonsta:2,2,
"@Edgemonsta If a favoured brand isn’t available, there should be an alternative in each category in most cases. 3/5",@Edgemonsta:3,3,
