type,description,title,img,score,review_n
products,"Made according to the principles of the BARF diet (Biologically Appropriate Raw Food), the Mad Paws Dinner Bowl uses minced human-grade meat, vegetables and offal in three ingredient combinations, or custom dog meals.",Mad Paws Dinner Bowl,https://cdn.productreview.com.au/resize/listing-picture/f3e01435-e451-4f55-b50c-d1e1027f8178?width=96&height=96&v=2,4.8,190
products,"The Marce Blanc Mattress is a pocket spring mattress that allows for extra air flow and moves with your body, preventing tossers and turners from disturbing each other during the night",Marce Blanc Mattress,https://cdn.productreview.com.au/resize/listing-picture/b09873d2-9218-3a45-9952-30f7fe4c2769?width=96&height=96&v=2,4.7,191
products,"y to assemble.
Love the sturdiness. 
Absolutely beautiful.
Love it on my study room. Was on the fence with purchasing but best decision ever made.

Love the colour as well. Tbeh threw koal",Koala Cushy Sofa Bed,https://cdn.productreview.com.au/resize/listing-picture/8795e77e-81a1-451d-bdc5-5de58b41837e?width=96&height=96&v=2,4.8,151
products,"ght Feb 2021.Been 2 Asus service center @ Silverware, expect 2 week to repair. No display, when cold or warm boot. Worst just black out while using it. Other time, unresponsive to mouse clic",ASUS ROG Strix G15 G512LW-AZ003T,https://cdn.productreview.com.au/resize/listing-picture/d55cc043-916e-45ca-8d05-72d6285a6131?width=96&height=96&v=2,4.8,140
products,"For as little as $5.95, No Pong offers a natural deodorant that effectively absorbs sweat. This winner in the fight against body odour has been called a ‘little pot of gold’ and ‘little pot of glory’ by reviewers.",No Pong,https://cdn.productreview.com.au/resize/listing-picture/832504ff-19e8-5971-b29f-29de4d6a460c?width=96&height=96&v=2,4.6,700
products," TUF Gaming FX506II Laptop is great for my needs, work and play. 

It is fast, the keypad has a great feel and the touchpad is smooth.

The picture is crisp and clear which I wasn't expectin",ASUS TUF Gaming A15,https://cdn.productreview.com.au/resize/listing-picture/0a2b3eb9-7b7e-42ec-8b9a-92341bcb29d8?width=96&height=96&v=2,4.7,187
products,"Perfect for your growing child, Britax have introduced the Safe-n-Sound Maxi Guard PRO, a well-protected, robust yet snug front-facing baby car seat which is suitable for children from 6 months - 8 years of age",Britax Safe-n-Sound Maxi Guard PRO,https://cdn.productreview.com.au/resize/listing-picture/71bb17eb-bb60-3680-920e-194c3dc455c8?width=96&height=96&v=2,4.8,174
products,"The ceramic-coated titanium floating plates on the SAS Professional Hair Straightener easily straighten and curl hair of all types - it’s gentle on fine hair while helping manage frizz in thick, coarse hair",SAS Professional Hair Straightener,https://cdn.productreview.com.au/resize/listing-picture/1774a704-1acc-349c-b720-7e079ec8f3e4?width=96&height=96&v=2,4.7,293
products,"Koala’s Timber Bed Base is durable, easy to assemble, and provides firm back support, showing us that snazzy marketing isn’t all that the brand has to offer",Koala Timber Bed Base,https://cdn.productreview.com.au/resize/listing-picture/2bb2780a-af95-4f23-a39d-912505382bed?width=96&height=96&v=2,4.6,343
products,"You and your kids will be well-protected when jumping, flipping, spinning, twirling, and playing on a Jumpflex Trampoline; they have a design that reduces the risk of accidents and supports all kinds of jumpers",Jumpflex Trampolines,https://cdn.productreview.com.au/resize/listing-picture/ce7bbcad-4dce-30a0-bfb6-a1150d389a51?width=96&height=96&v=2,4.7,288
products,"ing rural, I was concerned in buying a pram but I'm super happy that the Baccani Lusso Duo is able to perform well in all different surfaces. It's suspension works well! Ensures bub doesn'",Baccani Lusso Single to Double Pram,https://cdn.productreview.com.au/resize/listing-picture/c15840f8-4806-44ca-a3ea-1d4ba61bdfff?width=96&height=96&v=2,4.9,117
products,"For an easy-to-prepare goat’s milk alternative to cow's milk, the Oli6 Dairy Goat formula for Toddlers is worth giving a go.",Oli6 Dairy Goat,https://cdn.productreview.com.au/resize/listing-picture/e963efa8-b97f-483b-a58b-6f581e422c9b?width=96&height=96&v=2,4.8,172
products,"At $7, 495, the Masseuse Massage Chair Physio+ pulls out all the stops to deliver a professional and deluxe full-body massage massage from the comfort of your home.",Masseuse Massage Chairs Physio+,https://cdn.productreview.com.au/resize/listing-picture/4657d6ac-64f2-4130-9909-d0bad3ef41c7?width=96&height=96&v=2,4.9,118
products,"Praised most for its outstanding, hassle-free cleaning and mopping performance, the $999 Roborock S5 is one of budget brand Xiaomi’s most premium offerings.",Roborock S5 Max,https://cdn.productreview.com.au/resize/listing-picture/371989f2-5424-4288-b061-d8ff4dee3e25?width=96&height=96&v=2,4.6,552
products,"The Mitsubishi Heavy Industries' Avanti Series is a great alternative to the Bronte Series for those willing to save a little money, and is suited to smaller rooms, too.",Mitsubishi Heavy Industries Avanti Series,https://cdn.productreview.com.au/resize/listing-picture/37648057-8d3f-3ff4-9615-5dfb6debf4af?width=96&height=96&v=2,4.6,328
products,"Having an anti-vibration system, electronic controls, and a stainless steel drum that’s gentle on clothes make the Speed Queen AWNA62 easy to use and able to get your laundry as clean as it can be",Speed Queen AWNA62,https://cdn.productreview.com.au/resize/listing-picture/4c5e5e63-57a9-407e-9a79-e92f0119a6a5?width=96&height=96&v=2,4.7,195
products,Mattresses in the Chiropedic And Sleep Range help relieve pressure while offering optimal comfort for all kinds of sleepers,Chiropedic And Sleep Range,https://cdn.productreview.com.au/resize/listing-picture/79e23d3d-2c7e-407a-a746-60128470c27c?width=96&height=96&v=2,4.8,138
products,"The MicroCloud Pillows are available in a variety of styles. According to reviewers, they have one thing in common - the ability to contribute to a comfortable and pain-free night’s sleep.",MicroCloud Pillows,https://cdn.productreview.com.au/resize/listing-picture/fb7a33ab-f93c-4788-8fb4-9aa8645284ad?width=96&height=96&v=2,4.6,600
products,"ond time using these guys. Trip in 2020 booked for EU sim ordered, postponed due to Covid, “no problem let us know when you’d like activated”, plans change going to US now 2 years later, “no p",Sim Corner,https://cdn.productreview.com.au/resize/listing-picture/9dccdf8f-6882-4bce-8b25-722f6b38c806?width=96&height=96&v=2,4.7,200
products,"Mumamoo Premium Infant Formula uses a nutritionally balanced formula and offers three different milk formulas for babies aged 0-6 months, 6-12 months and toddlers who are 1-3 years old.",Mumamoo Premium,https://cdn.productreview.com.au/resize/listing-picture/a92dd912-2d81-45b8-894c-53df95ac9e4d?width=96&height=96&v=2,4.8,117
products,"The versatile Magimix XL Range helps you prepare a variety of foods for 4-6+ people, including pasta, pastry, brioche and bread dough, as well as soup, juice, meat, veggies and egg whites.",Magimix XL Range,https://cdn.productreview.com.au/resize/listing-picture/557501f6-01b2-47cc-b686-f2e8f2370ba6?width=96&height=96&v=2,4.6,415
products,"With features like stepless full DC inverter control systems, intelligent timers, and automatic cooling and heating capabilities, the EvoHeat Fusion-i Pool Heat Pump is designed for pool owners who want to extend their swim season at a low operating cost",EvoHeat Fusion-i Pool Heat Pump,https://cdn.productreview.com.au/resize/listing-picture/d3aaefd5-cd8d-4183-99c6-49ed95325065?width=96&height=96&v=2,4.8,133
products,s holds plenty of washing for the average family. I love it and much easier to use then other products. It folds away nicely though on wet days it doesn't get much of a chance as I am always ,Mrs Peggs Deluxe Handy Lines,https://cdn.productreview.com.au/resize/listing-picture/ac61348a-a47c-52cb-b384-30a6f4b0ced8?width=96&height=96&v=2,4.9,112
products,e used this stuff numerous times and can’t do without it. I have 3 cats so it is just what I need to stop me from smelling like an old ,Urine Free,https://cdn.productreview.com.au/resize/listing-picture/56f1501f-5e21-3c9e-8781-bb7af7e5482d?width=96&height=96&v=2,4.7,189
products,"Made for boosting energy and infusing drinkers with a sense of wellbeing, ActivatedYou Morning Complete is a daily wellness drink containing 8 nutritional blends including green superfoods, prebiotic fibre and an antioxidant blend.",ActivatedYou Morning Complete,https://cdn.productreview.com.au/resize/listing-picture/a997c161-8f05-4d75-b1d9-13c92c6af9d3?width=96&height=96&v=2,4.8,139
products,"The popular Roborock S6 Pure is marketed by Xiaomi as the revamped version of their S6 model, and is offered at a cheaper price of $799.",Roborock S6 Pure,https://cdn.productreview.com.au/resize/listing-picture/8db0d9a3-820c-4db2-93e2-93825cfa6164?width=96&height=96&v=2,4.5,782
products,"hing clothes with washing liquid and seperate softener has become easier. Biozet Attack Plus softener washing liquid, washes just as well, without adding additional softener to the load. S",Biozet Attack PLUS Softener ,https://cdn.productreview.com.au/resize/listing-picture/015d2c4f-c85e-3fb9-96e9-f7462a147088?width=96&height=96&v=2,4.6,266
products, pocket on the side is mostly useless.  The actual product is fantastic and used daily by me and my wife.  Luckily we have 4 which is lucky when our four grandsons arrive and can be accommo,Pillow Pad,https://cdn.productreview.com.au/resize/listing-picture/202bcf2c-789f-4fd1-b7d7-933ba50fcd46?width=96&height=96&v=2,4.9,107
products,The Optimum G2.6 series is a powerful and easy to use blender that’s ideal for whipping up a smoothie or fresh juice on a hot summer’s day.,Optimum G2.6 Platinum Series,https://cdn.productreview.com.au/resize/listing-picture/637539ac-afe0-3436-a5e8-1c5f9290ada6?width=96&height=96&v=2,4.8,111
products,"petrol, go to work and back everyday and my 14 and 17 year old loves it. Haven’t ridden a skateboard for 30 years, and it wasn’t electric. It’s ",Black Hawk Electric Street Board V3,https://cdn.productreview.com.au/resize/listing-picture/48c420b8-ffca-4407-8b55-a9fcdbec909b?width=96&height=96&v=2,5.0,83
products,"If you’re considering a mattress in a box, the Eva Mattress combines a pocket spring system and cooling memory foam to keep you supported, cool, and comfortable while you sleep",Eva Mattress,https://cdn.productreview.com.au/resize/listing-picture/c228047a-eb35-3f42-ab54-a0e3775b9c6a?width=96&height=96&v=2,4.5,950
products,"e these mats, so colourful and fun and very soft, but well cushioned. My grandchildren should love playing on these. They will love racing their cars on these, plus there it is doubled side",SoftMats,https://cdn.productreview.com.au/resize/listing-picture/a5629aad-b14a-411b-ab7a-721bf23a11f1?width=96&height=96&v=2,4.9,88
products,This cordless and hands-free robot vacuum cleaner promises to make life easier for people who are in a rush. ,Roborock S6 MaxV,https://cdn.productreview.com.au/resize/listing-picture/57488f65-0c06-4691-9c1a-f36c2378f542?width=96&height=96&v=2,4.5,546
products,"The Manduca Baby Carriers draw upon an orthopedically sound design to support babies. They're also lightweight and wearer-friendly, so parents and carers can remain just as comfortable as the bubs being carried around.",Manduca,https://cdn.productreview.com.au/resize/listing-picture/1bbbd625-a180-4b5e-904c-ebfce25f9d81?width=96&height=96&v=2,4.8,114
products,"The Oricom UHF360 has a full 5 watts, an audio equaliser that ensures clear sound, and a rugged construction, making it a reliable unit to use to communicate, wherever you are",Oricom UHF360,https://cdn.productreview.com.au/resize/listing-picture/df1afa9a-ac67-4466-80a1-fe7236d20779?width=96&height=96&v=2,4.7,168
products,"Michelin Primacy 3 ST tyres offer silent, comfortable and safe driving as well as excellent handling in wet conditions",Michelin Primacy 3 ST,https://cdn.productreview.com.au/resize/listing-picture/51d9d78c-5e83-3107-97e1-32a0856f4ab2?width=96&height=96&v=2,4.8,131
products,er 11 years on a mattress that wasn’t giving us great support we finally decided to invest in a new one and checked out Ausbeds range as they were a local company with good reviews. We’ve been,Ausbeds Aurora,https://cdn.productreview.com.au/resize/listing-picture/be9e88c1-01e6-4d72-960c-02b131f78b21?width=96&height=96&v=2,5.0,78
products,"Luvele has established itself as a leader in producing high quality food sealers, and the Deluxe Pro LDPVS140WAUS is no different: it's easy to use, can seal a variety of foods, and is a must-have for sous vide enthusiasts",Luvele Deluxe Pro LDPVS140W,https://cdn.productreview.com.au/resize/listing-picture/46db99d7-227b-431f-b30d-e2983f5be306?width=96&height=96&v=2,5.0,76
products,"e you people even used this machine. 

The track pad is the worst I have ever used. It is small and to right click, you have to tap the touch pad in exactly the right spot.  The keys o",ASUS ROG Zephyrus G14,https://cdn.productreview.com.au/resize/listing-picture/bedd13cc-dc01-499a-b00f-ce57edec0df4?width=96&height=96&v=2,4.7,147
