rating,review,recommended,pros,cons
2,Lyft,True,Meeting people is the best part,The pay is not worth your time
2,Mmmmmm,True,It is a job and nothing more than a job.,The job is boring and unexciting.
4,Collaborative working environment,True,Open and fast moving culture with high compensation,Lots of reorganizations can sometimes get into the way of impact.
4,Top Notch Company,True,"- great pay

- talent is top notch","- hectic product leadership and overall lots of churn

- space is not very resilient to COVID"
4,Salary,True,Good compensation including base pay and perks,Slow growth in the org ladder
1,Superficiality is the name of the game,True,You can be paid very well while doing nothing,Decisions are made then justified
5,Work for Lyft,True,"- Good co-founders

- Great product

- Good food

- Good WLB",- Middle management is not good
2,Dont trust the stats,True,Easy fast money .......Not much else,No control of whre you go. Lyft is an extremely non transparent company
5,Good Money,True,Good money. flexible work hours,"people in your car, all the time"
3,Expect long hours,True,"Complex problems to solve

Smart people",CEO once said that there aren’t enough people staying for dinner
1,Encourage Toxic Environment,True,I learned so many invaluable skills regarding how to type emails and handle stressful situations. I also learned about how social media works.,"My job entitled more than the online description when I applied. 

Management never includes associates so you end up being the last to know about major changes.

My manager was racist and Lyft never did anything to reprimand them or hold them accountable. I found out they didn’t want me on the team from the start and would talk about me to other employees and accuse me of things without any cause. They never encouraged my growth as an associate and always found ways to tell me I wasn’t doing enough. Even pulling bad numbers saying I took too much sick time when I only took 15 hours the entire 1.5 years I was there.

I also only got one raise the entire time I was there and it was a few cents."
2,Yikes,True,"Unlimited paid time off, good benefits","low accountability, sink or swim, limited visibility, messy"
5,The pros and cons of Uber/Lyft.,True,"Your working the second you walk out your door.

It can be a very satisfying job

The flexibility to possibly have 2 opportunities is open to you.","You will get tired quickly.

This job can put you in uncomfortable situations daily. 

The wear and tear on your car really isn’t worth it."
5,None,True,It is a great place to work,There are no cons. Its a great place
3,Chaotic,True,"Good culture, wants to do the right thing, exciting","Lots of churn, reorgs, unclear focus"
4,Lyft is a rideshare company,True,Smart people w/interesting work depending on the team,They are pretty disorganized and need better processes
