,0,1,2,3,4,5,6,7
398,Lava Hound,Mega Minion,Minions,Valkyrie,Balloon,Tombstone,Zap,Fireball
399,Lava Hound,Mega Minion,Minions,Valkyrie,Balloon,Tombstone,Zap,Fireball
400,Lava Hound,Mega Minion,Minions,Valkyrie,Balloon,Tombstone,Zap,Fireball
401,Lava Hound,Mega Minion,Minions,Valkyrie,Balloon,Tombstone,Zap,Fireball
402,Lava Hound,Mega Minion,Minions,Valkyrie,Balloon,Tombstone,Zap,Fireball
403,Lava Hound,Mega Minion,Minions,Valkyrie,Balloon,Tombstone,Zap,Fireball
404,Lava Hound,Mega Minion,Minions,Valkyrie,Balloon,Tombstone,Zap,Fireball
405,Lava Hound,Mega Minion,Minions,Valkyrie,Balloon,Tombstone,Zap,Fireball
406,Lava Hound,Mega Minion,Minions,Valkyrie,Balloon,Tombstone,Zap,Fireball
407,Lava Hound,Mega Minion,Minions,Valkyrie,Balloon,Tombstone,Zap,Fireball
408,Lava Hound,Mega Minion,Minions,Valkyrie,Balloon,Tombstone,Zap,Fireball
409,Lava Hound,Mega Minion,Minions,Valkyrie,Balloon,Tombstone,Zap,Fireball
410,Lava Hound,Mega Minion,Minions,Valkyrie,Balloon,Tombstone,Zap,Fireball
411,Lava Hound,Mega Minion,Minions,Valkyrie,Balloon,Tombstone,Zap,Fireball
412,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
413,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
414,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
415,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
416,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
417,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
418,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
419,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
420,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
421,Spear Goblins,Wall Breakers,Magic Archer,Tornado,Fireball,Miner,Valkyrie,Bomb Tower
422,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
423,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
424,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
425,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
426,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
427,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
428,Balloon,Bandit,Skeleton Army,Baby Dragon,Inferno Tower,Electro Wizard,Mega Knight,Arrows
429,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
430,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
431,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
432,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
433,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
434,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
435,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
436,Valkyrie,Tesla,Wall Breakers,Goblin Drill,Bomber,Skeleton Army,Fire Spirit,Fireball
447,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
448,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
449,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
450,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
451,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
452,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
453,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
454,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
455,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
456,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
457,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
458,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
459,Cannon Cart,Dart Goblin,Goblin Barrel,Golden Knight,Hunter,Skeletons,The Log,Wall Breakers
460,Mega Minion,Golem,Lightning,Tornado,Electro Wizard,Tombstone,Prince,Golden Knight
461,Electro Giant,Prince,Tornado,Earthquake,Skeletons,Archer Queen,Tombstone,Barbarian Barrel
462,Rascals,Guards,Fireball,The Log,Dart Goblin,Bats,Miner,Mortar
463,Mega Minion,Golem,Lightning,Arrows,Electro Wizard,Tombstone,Prince,Golden Knight
464,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
465,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
466,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
467,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
468,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
469,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
470,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
471,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
472,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
473,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
474,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
475,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
476,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
477,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
478,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
479,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
480,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
481,Golem,Night Witch,Bats,Prince,Bomber,Skeleton Dragons,Arrows,Lightning
482,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
483,Golem,Night Witch,Bats,Prince,Bomber,Skeleton Dragons,Arrows,Lightning
484,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
485,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
486,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
487,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
488,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
489,Prince,Dark Prince,Giant,Electro Wizard,Fireball,Zap,Mega Minion,Night Witch
490,Giant,Witch,Rage,Dark Prince,Bats,Zap,Mini P.E.K.K.A,Arrows
491,Miner,Electro Wizard,Mega Minion,Fireball,Dark Prince,Prince,Giant,Zap
492,Miner,Electro Wizard,Mega Minion,Fireball,Dark Prince,Prince,Giant,Zap
493,Sparky,Mini P.E.K.K.A,Arrows,Zap,Bats,Skeleton Army,Giant,Minion Horde
494,Giant,Witch,Rage,Dark Prince,Bats,Zap,Mini P.E.K.K.A,Arrows
495,Golem,Night Witch,Bats,Prince,Bomber,Skeleton Dragons,Arrows,Lightning
496,Cannon,Electro Spirit,Skeletons,The Log,Musketeer,Hog Rider,Fireball,Ice Golem
497,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
498,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
499,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
500,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
501,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
509,Dark Prince,Zap,Sparky,Goblin Giant,Mega Minion,Electro Wizard,Rage,Mini P.E.K.K.A
510,Dark Prince,Zap,Sparky,Goblin Giant,Mega Minion,Electro Wizard,Rage,Mini P.E.K.K.A
511,Dark Prince,Zap,Sparky,Goblin Giant,Mega Minion,Electro Wizard,Rage,Mini P.E.K.K.A
512,Dark Prince,Zap,Sparky,Goblin Giant,Mega Minion,Electro Wizard,Rage,Mini P.E.K.K.A
513,Dark Prince,Zap,Sparky,Goblin Giant,Mega Minion,Electro Wizard,Rage,Mini P.E.K.K.A
514,Dark Prince,Zap,Sparky,Goblin Giant,Mega Minion,Electro Wizard,Rage,Mini P.E.K.K.A
515,Dark Prince,Zap,Sparky,Goblin Giant,Mega Minion,Electro Wizard,Rage,Mini P.E.K.K.A
524,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
525,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
526,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
527,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
528,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
529,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
530,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
531,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
532,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
533,Golem,Night Witch,Bats,Prince,Bomber,Skeleton Dragons,Arrows,Lightning
534,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
535,Golem,Night Witch,Bats,Prince,Bomber,Skeleton Dragons,Arrows,Lightning
536,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
537,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
538,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
539,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
540,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
541,Prince,Dark Prince,Giant,Electro Wizard,Fireball,Zap,Mega Minion,Night Witch
542,Giant,Witch,Rage,Dark Prince,Bats,Zap,Mini P.E.K.K.A,Arrows
543,Miner,Electro Wizard,Mega Minion,Fireball,Dark Prince,Prince,Giant,Zap
544,Miner,Electro Wizard,Mega Minion,Fireball,Dark Prince,Prince,Giant,Zap
545,Sparky,Mini P.E.K.K.A,Arrows,Zap,Bats,Skeleton Army,Giant,Minion Horde
546,Giant,Witch,Rage,Dark Prince,Bats,Zap,Mini P.E.K.K.A,Arrows
547,Golem,Night Witch,Bats,Prince,Bomber,Skeleton Dragons,Arrows,Lightning
548,Cannon,Electro Spirit,Skeletons,The Log,Musketeer,Hog Rider,Fireball,Ice Golem
549,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
550,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
551,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
552,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
553,Golem,Night Witch,Arrows,Zap,Mega Minion,Dark Prince,Bomber,Prince
561,Dark Prince,Zap,Sparky,Goblin Giant,Mega Minion,Electro Wizard,Rage,Mini P.E.K.K.A
562,Dark Prince,Zap,Sparky,Goblin Giant,Mega Minion,Electro Wizard,Rage,Mini P.E.K.K.A
563,Dark Prince,Zap,Sparky,Goblin Giant,Mega Minion,Electro Wizard,Rage,Mini P.E.K.K.A
564,Dark Prince,Zap,Sparky,Goblin Giant,Mega Minion,Electro Wizard,Rage,Mini P.E.K.K.A
565,Dark Prince,Zap,Sparky,Goblin Giant,Mega Minion,Electro Wizard,Rage,Mini P.E.K.K.A
566,Dark Prince,Zap,Sparky,Goblin Giant,Mega Minion,Electro Wizard,Rage,Mini P.E.K.K.A
567,Dark Prince,Zap,Sparky,Goblin Giant,Mega Minion,Electro Wizard,Rage,Mini P.E.K.K.A
582,Skeleton King,Arrows,Inferno Dragon,Mother Witch,Zappies,Graveyard,Skeleton Army,Giant Snowball
583,Skeleton King,Arrows,Inferno Dragon,Mother Witch,Zappies,Graveyard,Skeleton Army,Giant Snowball
584,Skeleton King,Arrows,Inferno Dragon,Mother Witch,Zappies,Graveyard,Skeleton Army,Giant Snowball
585,Skeleton King,Arrows,Inferno Dragon,Mother Witch,Zappies,Graveyard,Skeleton Army,Giant Snowball
586,Skeleton King,Poison,Inferno Dragon,Mother Witch,Zappies,Graveyard,Skeleton Army,Barbarian Barrel
587,Skeleton King,Poison,Inferno Dragon,Mother Witch,Zappies,Graveyard,Skeleton Army,Barbarian Barrel
588,Skeleton King,Poison,Inferno Dragon,Mother Witch,Zappies,Graveyard,Skeleton Army,Barbarian Barrel
589,Skeleton King,Poison,Inferno Dragon,Mother Witch,Zappies,Graveyard,Skeleton Army,Barbarian Barrel
590,Skeleton King,Poison,Inferno Dragon,Mother Witch,Zappies,Graveyard,Skeleton Army,Barbarian Barrel
599,Skeleton King,Poison,Inferno Dragon,Mother Witch,Zappies,Graveyard,Skeleton Army,Barbarian Barrel
600,Skeleton King,Poison,Inferno Dragon,Mother Witch,Zappies,Graveyard,Skeleton Army,Barbarian Barrel
601,Goblin Barrel,Princess,The Log,Skeleton Barrel,Dart Goblin,Knight,Skeleton Army,Inferno Tower
602,Goblin Barrel,Princess,The Log,Skeleton Barrel,Dart Goblin,Knight,Skeleton Army,Inferno Tower
603,Goblin Barrel,Princess,The Log,Skeleton Barrel,Dart Goblin,Knight,Skeleton Army,Inferno Tower
604,Goblin Barrel,Princess,The Log,Skeleton Barrel,Dart Goblin,Knight,Skeleton Army,Inferno Tower
627,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
628,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
629,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
630,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
631,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
632,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
633,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
634,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
635,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
636,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
637,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
638,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
639,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
640,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
641,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
643,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
644,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
645,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
646,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
647,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
648,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
649,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
650,Golem,Elite Barbarians,Mega Minion,Baby Dragon,Night Witch,Dark Prince,Arrows,Lightning
652,Princess,Goblin Barrel,Tesla,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
653,Princess,Goblin Barrel,Tesla,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
654,Princess,Goblin Barrel,Inferno Tower,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
655,Princess,Goblin Barrel,Inferno Tower,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
656,Princess,Goblin Barrel,Inferno Tower,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
657,Princess,Goblin Barrel,Inferno Tower,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
658,Princess,Goblin Barrel,Inferno Tower,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
659,Princess,Goblin Barrel,Inferno Tower,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
660,Princess,Goblin Barrel,Tesla,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
664,Princess,Goblin Barrel,Tesla,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
665,Princess,Goblin Barrel,Tesla,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
666,Princess,Goblin Barrel,Tesla,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
667,Princess,Goblin Barrel,Tesla,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
668,Princess,Goblin Barrel,Tesla,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
669,Princess,Goblin Barrel,Inferno Tower,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
670,Princess,Goblin Barrel,Inferno Tower,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
671,Princess,Goblin Barrel,Inferno Tower,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
672,Princess,Goblin Barrel,Inferno Tower,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
673,Princess,Goblin Barrel,Inferno Tower,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
674,Princess,Goblin Barrel,Inferno Tower,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
675,Princess,Goblin Barrel,Inferno Tower,The Log,Knight,Skeleton Barrel,Goblin Gang,Rocket
677,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
678,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
679,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
680,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
681,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
682,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
683,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
684,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
685,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
686,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
687,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
688,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
689,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
690,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
691,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
692,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
693,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
694,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
695,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
696,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
697,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
698,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
699,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
700,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
705,Royal Giant,Fisherman,Earthquake,Inferno Dragon,Heal Spirit,Giant Snowball,Cannon,Spear Goblins
707,X-Bow,Ice Spirit,Knight,The Log,Tesla,Fireball,Archers,Skeletons
721,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
722,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
723,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
724,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
725,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
726,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
727,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
728,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
729,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
732,Royal Giant,Fisherman,Earthquake,Inferno Dragon,Heal Spirit,Giant Snowball,Cannon,Spear Goblins
734,X-Bow,Ice Spirit,Knight,The Log,Tesla,Fireball,Archers,Skeletons
748,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
749,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
750,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
751,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
752,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
753,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
754,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
755,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
756,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
759,Royal Giant,Fisherman,Earthquake,Inferno Dragon,Heal Spirit,Giant Snowball,Cannon,Spear Goblins
761,X-Bow,Ice Spirit,Knight,The Log,Tesla,Fireball,Archers,Skeletons
775,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
776,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
777,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
778,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
779,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
780,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
781,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
782,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
783,X-Bow,Skeletons,Fireball,Ice Spirit,Archers,The Log,Tesla,Knight
786,Ram Rider,Magic Archer,Golden Knight,Electro Wizard,Royal Ghost,Barbarian Barrel,Prince,Fireball
787,Archer Queen,The Log,Hog Rider,Knight,Skeletons,Bomb Tower,Fire Spirit,Earthquake
788,Rocket,The Log,Tornado,Executioner,Valkyrie,Hog Rider,Ice Spirit,Goblins
789,Rocket,The Log,Tornado,Executioner,Valkyrie,Hog Rider,Ice Spirit,Goblins
790,Rocket,The Log,Tornado,Executioner,Valkyrie,Hog Rider,Ice Spirit,Goblins
